seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,nbumps6,nbumps7,nbumps89,energy,maxenergy,class
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(172.2-306.3]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',1
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(1.8-2.7]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(90.8-184.2]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
