1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(6.4-7.3]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(5.9-6.6]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',blue,'\'(0.8-1.2]\'','\'(0.8-1]\'','\'(0.9-inf)\'','\'(0.8-1.2]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'',white,blue,3
'\'(2.5-3]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(8.2-9.1]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,green,6
'\'(2.5-3]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(5.5-6.4]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,'\'(-inf-0.4]\'','\'(0.8-1]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,blue,1
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(2240.2-4480.4]\'','\'(604.8-705.6]\'','\'(5.5-6.4]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(3.8-4.5]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',orange,'\'(0.8-1.2]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',orange,green,4
'\'(5.5-inf)\'','\'(1.9-2.2]\'','\'(-inf-2240.2]\'','\'(100.8-201.6]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(1.4-2.8]\'','\'(1.7-2.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,white,2
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(5.5-6.4]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',green,red,2
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(7.3-8.2]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,black,2
'\'(2.5-3]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(-inf-1.9]\'','\'(2.5-3]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',white,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,orange,0
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(1.4-2.8]\'','\'(1.7-2.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,blue,7
'\'(2.5-3]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(5.5-6.4]\'','\'(2.5-3]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,red,0
'\'(3.5-4]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(2.8-3.7]\'','\'(2.5-3]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,green,5
'\'(-inf-1.5]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(-inf-1.9]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',green,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(0.9-inf)\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',gold,gold,1
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(100.8-201.6]\'','\'(8.2-9.1]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(1.7-2.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,'\'(0.8-1.2]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,white,7
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(7.3-8.2]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',black,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',black,green,2
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(1.7-2.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,red,3
'\'(3.5-4]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(4.2-5.6]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',red,'\'(0.8-1.2]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',black,green,5
'\'(5.5-inf)\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(-inf-1.9]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',red,blue,1
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(7.3-8.2]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',green,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,red,2
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(0.8-1.2]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,red,6
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(7.3-8.2]\'','\'(-inf-0.5]\'','\'(1.4-2.8]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',red,red,2
'\'(3.5-4]\'','\'(1.9-2.2]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(1.5-2]\'','\'(-inf-1.4]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,blue,5
'\'(3.5-4]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(9.8-11.2]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(0.8-1.2]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,red,5
'\'(3.5-4]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(7.3-8.2]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(-inf-1.7]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,green,2
'\'(2.5-3]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(3.7-4.6]\'','\'(-inf-0.5]\'','\'(1.4-2.8]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,red,0
'\'(2.5-3]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(3.7-4.6]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,blue,0
'\'(3.5-4]\'','\'(1.9-2.2]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(0.5-1]\'','\'(1.4-2.8]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,green,1
'\'(3.5-4]\'','\'(1.9-2.2]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',black,green,5
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(12.6-inf)\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(0.8-1.2]\'','\'(-inf-5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,white,2
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,red,2
'\'(3.5-4]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(2.8-3.7]\'','\'(2.5-3]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',gold,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,red,2
'\'(2.5-3]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(1.5-2]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(0.8-1]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',white,red,0
'\'(5.5-inf)\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,blue,1
'\'(3.5-4]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(7.3-8.2]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(1.7-2.4]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',green,green,2
'\'(3.5-4]\'','\'(1.9-2.2]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(-inf-1.9]\'','\'(-inf-0.5]\'','\'(2.8-4.2]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,green,4
'\'(-inf-1.5]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(1.9-2.8]\'','\'(2.5-3]\'','\'(-inf-1.4]\'','\'(3.8-4.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'',green,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',green,red,0
'\'(5.5-inf)\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(1.7-2.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',blue,blue,1
'\'(2.5-3]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(2.8-3.7]\'','\'(-inf-0.5]\'','\'(1.4-2.8]\'','\'(1.7-2.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(-inf-0.4]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,white,0
'\'(4.5-5]\'','\'(-inf-1.3]\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(9.1-inf)\'','\'(2.5-3]\'','\'(-inf-1.4]\'','\'(2.4-3.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,'\'(1.6-2]\'','\'(-inf-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.4]\'','\'(-inf-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',red,red,6
'\'(-inf-1.5]\'','\'(3.7-inf)\'','\'(-inf-2240.2]\'','\'(-inf-100.8]\'','\'(-inf-1.9]\'','\'(-inf-0.5]\'','\'(-inf-1.4]\'','\'(6.6-7.3]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',blue,'\'(-inf-0.4]\'','\'(1.8-inf)\'','\'(0.9-inf)\'','\'(0.8-1.2]\'','\'(-inf-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'',white,blue,1
