'X1 transaction date','X2 house age','X3 distance to the nearest MRT station','X4 number of convenience stores','X5 latitude','X6 longitude','Y house price of unit area'
'\'(2012.7586-2012.8502]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.2166-2013.3082]\'','\'(17.52-21.9]\'','\'(1316.310472-1962.774288]\'','\'(2-3]\'','\'(24.965078-24.97333]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2012.7586-2012.8502]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2012.9418-2013.0334]\'','\'(17.52-21.9]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.956826-24.965078]\'','\'(121.538448-121.547722]\'','\'(18.59-29.58]\''
'\'(2013.3082-2013.3998]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(106.51-inf)\''
'\'(2012.8502-2012.9418]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(18.59-29.58]\''
'\'(2013.125-2013.2166]\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(-inf-2012.7586]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2012.9418-2013.0334]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(17.52-21.9]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2013.3998-2013.4914]\'','\'(-inf-4.38]\'','\'(1316.310472-1962.774288]\'','\'(2-3]\'','\'(24.965078-24.97333]\'','\'(121.510626-121.5199]\'','\'(29.58-40.57]\''
'\'(2013.2166-2013.3082]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.3082-2013.3998]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2012.8502-2012.9418]\'','\'(-inf-4.38]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'','\'(18.59-29.58]\''
'\'(2013.3998-2013.4914]\'','\'(30.66-35.04]\'','\'(1962.774288-2609.238104]\'','\'(1-2]\'','\'(24.981582-24.989834]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2012.8502-2012.9418]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.125-2013.2166]\'','\'(26.28-30.66]\'','\'(669.846656-1316.310472]\'','\'(2-3]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(51.56-62.55]\''
'\'(2012.8502-2012.9418]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2012.9418-2013.0334]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.3082-2013.3998]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.0334-2013.125]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2012.7586-2012.8502]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.956826-24.965078]\'','\'(121.529174-121.538448]\'','\'(51.56-62.55]\''
'\'(2013.0334-2013.125]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.4914-inf)\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.125-2013.2166]\'','\'(17.52-21.9]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(8.76-13.14]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.989834-24.998086]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2012.7586-2012.8502]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(18.59-29.58]\''
'\'(2013.3082-2013.3998]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.501352-121.510626]\'','\'(-inf-18.59]\''
'\'(2013.125-2013.2166]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.0334-2013.125]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(-inf-2012.7586]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2013.4914-inf)\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(17.52-21.9]\'','\'(1316.310472-1962.774288]\'','\'(2-3]\'','\'(24.965078-24.97333]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2013.0334-2013.125]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2012.7586-2012.8502]\'','\'(8.76-13.14]\'','\'(2609.238104-3255.70192]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.556996-inf)\'','\'(18.59-29.58]\''
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2013.2166-2013.3082]\'','\'(26.28-30.66]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'','\'(18.59-29.58]\''
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'','\'(18.59-29.58]\''
'\'(2013.125-2013.2166]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2013.4914-inf)\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(73.54-84.53]\''
'\'(2013.3082-2013.3998]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.2166-2013.3082]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.0334-2013.125]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.981582-24.989834]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2013.2166-2013.3082]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(1-2]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.3082-2013.3998]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2013.2166-2013.3082]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.538448-121.547722]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(-inf-24.940322]\'','\'(121.501352-121.510626]\'','\'(18.59-29.58]\''
'\'(2012.8502-2012.9418]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2012.9418-2013.0334]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(-inf-2012.7586]\'','\'(8.76-13.14]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(29.58-40.57]\''
'\'(2013.0334-2013.125]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.956826-24.965078]\'','\'(121.529174-121.538448]\'','\'(51.56-62.55]\''
'\'(2013.3998-2013.4914]\'','\'(-inf-4.38]\'','\'(669.846656-1316.310472]\'','\'(2-3]\'','\'(24.97333-24.981582]\'','\'(121.547722-121.556996]\'','\'(29.58-40.57]\''
'\'(2012.7586-2012.8502]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(2-3]\'','\'(24.965078-24.97333]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(-inf-24.940322]\'','\'(121.501352-121.510626]\'','\'(18.59-29.58]\''
'\'(2013.0334-2013.125]\'','\'(30.66-35.04]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'','\'(-inf-18.59]\''
'\'(2013.3082-2013.3998]\'','\'(21.9-26.28]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.492078-121.501352]\'','\'(-inf-18.59]\''
'\'(2013.125-2013.2166]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(1-2]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2012.8502-2012.9418]\'','\'(26.28-30.66]\'','\'(669.846656-1316.310472]\'','\'(4-5]\'','\'(24.989834-24.998086]\'','\'(121.529174-121.538448]\'','\'(18.59-29.58]\''
'\'(2013.4914-inf)\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.956826-24.965078]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2012.7586-2012.8502]\'','\'(4.38-8.76]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.981582-24.989834]\'','\'(121.510626-121.5199]\'','\'(29.58-40.57]\''
'\'(2012.7586-2012.8502]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2012.8502-2012.9418]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.3082-2013.3998]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.3082-2013.3998]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2012.9418-2013.0334]\'','\'(8.76-13.14]\'','\'(669.846656-1316.310472]\'','\'(1-2]\'','\'(24.97333-24.981582]\'','\'(121.547722-121.556996]\'','\'(29.58-40.57]\''
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2012.9418-2013.0334]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(2609.238104-3255.70192]\'','\'(-inf-1]\'','\'(24.989834-24.998086]\'','\'(121.510626-121.5199]\'','\'(40.57-51.56]\''
'\'(-inf-2012.7586]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(5841.557184-inf)\'','\'(-inf-1]\'','\'(24.956826-24.965078]\'','\'(-inf-121.482804]\'','\'(-inf-18.59]\''
'\'(2012.7586-2012.8502]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2012.7586-2012.8502]\'','\'(-inf-4.38]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2012.7586-2012.8502]\'','\'(17.52-21.9]\'','\'(2609.238104-3255.70192]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.501352-121.510626]\'','\'(18.59-29.58]\''
'\'(2013.4914-inf)\'','\'(-inf-4.38]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(8.76-13.14]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'','\'(29.58-40.57]\''
'\'(2013.2166-2013.3082]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2012.7586-2012.8502]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(2013.3998-2013.4914]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.125-2013.2166]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.4914-inf)\'','\'(4.38-8.76]\'','\'(1962.774288-2609.238104]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.556996-inf)\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.0334-2013.125]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(62.55-73.54]\''
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.3998-2013.4914]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2012.8502-2012.9418]\'','\'(13.14-17.52]\'','\'(1962.774288-2609.238104]\'','\'(3-4]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'','\'(18.59-29.58]\''
'\'(2012.7586-2012.8502]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2013.3998-2013.4914]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(-inf-2012.7586]\'','\'(17.52-21.9]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.4914-inf)\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2012.9418-2013.0334]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.0334-2013.125]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(51.56-62.55]\''
'\'(2013.2166-2013.3082]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2013.2166-2013.3082]\'','\'(17.52-21.9]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.956826-24.965078]\'','\'(121.547722-121.556996]\'','\'(18.59-29.58]\''
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(29.58-40.57]\''
'\'(2013.3082-2013.3998]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.956826-24.965078]\'','\'(121.529174-121.538448]\'','\'(51.56-62.55]\''
'\'(2013.3082-2013.3998]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.3082-2013.3998]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(62.55-73.54]\''
'\'(2013.3082-2013.3998]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(51.56-62.55]\''
'\'(2013.3998-2013.4914]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(3255.70192-3902.165736]\'','\'(-inf-1]\'','\'(-inf-24.940322]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(-inf-2012.7586]\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.501352-121.510626]\'','\'(-inf-18.59]\''
'\'(2012.9418-2013.0334]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'','\'(40.57-51.56]\''
'\'(2012.7586-2012.8502]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'','\'(51.56-62.55]\''
'\'(2013.2166-2013.3082]\'','\'(13.14-17.52]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2013.4914-inf)\'','\'(8.76-13.14]\'','\'(1962.774288-2609.238104]\'','\'(3-4]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'','\'(18.59-29.58]\''
'\'(2013.2166-2013.3082]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(62.55-73.54]\''
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(4.38-8.76]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'','\'(29.58-40.57]\''
'\'(2013.0334-2013.125]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'','\'(29.58-40.57]\''
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.492078-121.501352]\'','\'(18.59-29.58]\''
'\'(2012.8502-2012.9418]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'','\'(40.57-51.56]\''
'\'(-inf-2012.7586]\'','\'(35.04-39.42]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.547722-121.556996]\'','\'(29.58-40.57]\''
'\'(2013.3998-2013.4914]\'','\'(8.76-13.14]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.989834-24.998086]\'','\'(121.529174-121.538448]\'','\'(29.58-40.57]\''
