ID,Reason_for_absence,Month_of_absence,Day_of_the_week,Seasons,Transportation_expense,Distance_from_Residence_to_Work,Service_time,Age,Work_load_Average/day_,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_time_in_hours
15.0,23.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(280-307]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(0.8-1.6]\'','\'(71.6-76.8]\'','\'(169.6-172.9]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
30.0,11.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(145-172]\'','\'(23.8-28.5]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,1.0,'\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(182.8-186.1]\'','\'(20.9-22.8]\'','\'(12-24]\''
3.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
24.0,10.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'','\'(12-24]\''
3.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
34.0,18.0,'\'(2.4-3.6]\'',3.0,2.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
24.0,19.0,'\'(2.4-3.6]\'',4.0,2.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'','\'(12-24]\''
24.0,28.0,'\'(2.4-3.6]\'',6.0,2.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
20.0,28.0,'\'(2.4-3.6]\'',6.0,2.0,'\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(3.6-inf)\'',1.0,0.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,28.0,'\'(2.4-3.6]\'',2.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
1.0,22.0,'\'(2.4-3.6]\'',2.0,2.0,'\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'','\'(-inf-12]\''
17.0,22.0,'\'(2.4-3.6]\'',3.0,2.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
23.0,22.0,'\'(2.4-3.6]\'',3.0,2.0,'\'(361-inf)\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',0.0,1.0,'\'(3.2-4]\'','\'(61.2-66.4]\'','\'(172.9-176.2]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
3.0,28.0,'\'(2.4-3.6]\'',2.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(12-24]\''
10.0,22.0,'\'(2.4-3.6]\'',4.0,2.0,'\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
13.0,0.0,'\'(2.4-3.6]\'',4.0,2.0,'\'(361-inf)\'','\'(14.4-19.1]\'','\'(9.4-12.2]\'','\'(30.1-33.2]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',1.0,'\'(-inf-1.3]\'','\'(2.8-3.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
1.0,21.0,'\'(2.4-3.6]\'',5.0,2.0,'\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'','\'(-inf-12]\''
36.0,23.0,'\'(2.4-3.6]\'',6.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
36.0,14.0,'\'(2.4-3.6]\'',3.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
36.0,13.0,'\'(2.4-3.6]\'',4.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
1.0,0.0,'\'(2.4-3.6]\'',5.0,3.0,'\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',1.0,'\'(2.8-3.1]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'','\'(-inf-12]\''
24.0,0.0,'\'(2.4-3.6]\'',5.0,3.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',1.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
36.0,0.0,'\'(2.4-3.6]\'',5.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',1.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,28.0,'\'(2.4-3.6]\'',6.0,3.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
11.0,22.0,'\'(2.4-3.6]\'',6.0,3.0,'\'(280-307]\'','\'(33.2-37.9]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',1.0,0.0,'\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'','\'(-inf-12]\''
20.0,19.0,'\'(2.4-3.6]\'',2.0,3.0,'\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(3.6-inf)\'',1.0,0.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
24.0,28.0,'\'(2.4-3.6]\'',3.0,3.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,28.0,'\'(3.6-4.8]\'',4.0,3.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
20.0,28.0,'\'(3.6-4.8]\'',6.0,3.0,'\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(3.6-inf)\'',1.0,0.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
18.0,26.0,'\'(3.6-4.8]\'',6.0,3.0,'\'(307-334]\'','\'(14.4-19.1]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(179.5-182.8]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
13.0,22.0,'\'(3.6-4.8]\'',2.0,3.0,'\'(361-inf)\'','\'(14.4-19.1]\'','\'(9.4-12.2]\'','\'(30.1-33.2]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(2.8-3.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
33.0,26.0,'\'(3.6-4.8]\'',2.0,3.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
18.0,23.0,'\'(3.6-4.8]\'',4.0,3.0,'\'(307-334]\'','\'(14.4-19.1]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(179.5-182.8]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
3.0,28.0,'\'(3.6-4.8]\'',4.0,3.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
36.0,23.0,'\'(3.6-4.8]\'',2.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
36.0,13.0,'\'(3.6-4.8]\'',4.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'','\'(108-inf)\''
26.0,28.0,'\'(3.6-4.8]\'',6.0,3.0,'\'(280-307]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',1.0,1.0,'\'(0.8-1.6]\'','\'(76.8-82]\'','\'(172.9-176.2]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
20.0,28.0,'\'(3.6-4.8]\'',6.0,3.0,'\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(3.6-inf)\'',1.0,0.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,28.0,'\'(3.6-4.8]\'',2.0,3.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
34.0,11.0,'\'(3.6-4.8]\'',4.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','\'(223213.7-240510.4]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
5.0,13.0,'\'(4.8-6]\'',2.0,3.0,'\'(226-253]\'','\'(19.1-23.8]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(102.8-inf)\'','\'(166.3-169.6]\'','\'(36.1-inf)\'','\'(12-24]\''
33.0,23.0,'\'(4.8-6]\'',4.0,3.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
13.0,10.0,'\'(4.8-6]\'',2.0,3.0,'\'(361-inf)\'','\'(14.4-19.1]\'','\'(9.4-12.2]\'','\'(30.1-33.2]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(2.8-3.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
22.0,23.0,'\'(4.8-6]\'',4.0,3.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
3.0,28.0,'\'(4.8-6]\'',4.0,3.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
10.0,23.0,'\'(4.8-6]\'',5.0,3.0,'\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
20.0,28.0,'\'(4.8-6]\'',6.0,3.0,'\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(3.6-inf)\'',1.0,0.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
17.0,11.0,'\'(4.8-6]\'',2.0,3.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
17.0,8.0,'\'(4.8-6]\'',2.0,3.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
9.0,18.0,'\'(4.8-6]\'',4.0,3.0,'\'(226-253]\'','\'(9.7-14.4]\'','\'(15-17.8]\'','\'(54.9-inf)\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
28.0,25.0,'\'(4.8-6]\'',4.0,3.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
18.0,13.0,'\'(4.8-6]\'',6.0,3.0,'\'(307-334]\'','\'(14.4-19.1]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(1.9-2.2]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(179.5-182.8]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
22.0,25.0,'\'(4.8-6]\'',2.0,3.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
34.0,28.0,'\'(4.8-6]\'',2.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
1.0,1.0,'\'(4.8-6]\'',2.0,3.0,'\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(2.8-3.1]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'','\'(-inf-12]\''
22.0,23.0,'\'(4.8-6]\'',4.0,3.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(98.1-inf)\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
34.0,23.0,'\'(4.8-6]\'',2.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
3.0,28.0,'\'(4.8-6]\'',2.0,3.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
34.0,28.0,'\'(4.8-6]\'',3.0,3.0,'\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
28.0,23.0,'\'(4.8-6]\'',5.0,3.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(240510.4-257807.1]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
