X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,language
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',UK
'\'(3.459242-5.84101]\'','\'(-9.409844--7.555472]\'','\'(5.439952-7.765259]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-3.330396--1.3003]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-9.927397--8.029043]\'',UK
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',UK
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(-3.861276--1.535969]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',UK
'\'(-1.304295-1.077473]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',UK
'\'(-1.304295-1.077473]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(5.48611-7.158105]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',UK
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',UK
'\'(3.459242-5.84101]\'','\'(-9.409844--7.555472]\'','\'(3.114645-5.439952]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',UK
'\'(-1.304295-1.077473]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(6.460956-8.958437]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',UK
'\'(-3.686063--1.304295]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(-2.249019-0.033998]\'','\'(-6.13069--4.232337]\'',UK
'\'(3.459242-5.84101]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-9.927397--8.029043]\'',UK
'\'(3.459242-5.84101]\'','\'(-11.264217--9.409844]\'','\'(3.114645-5.439952]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',UK
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-inf--8.653615]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',UK
'\'(-3.686063--1.304295]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-1.514953-0.841987]\'','\'(6.460956-8.958437]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-3.330396--1.3003]\'','\'(-8.653615--5.878051]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',UK
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-1.514953-0.841987]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(7.158105-8.830099]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',UK
'\'(1.077473-3.459242]\'','\'(-1.992353--0.137981]\'','\'(-3.861276--1.535969]\'','\'(11.174308-13.676625]\'','\'(-1.514953-0.841987]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',UK
'\'(3.459242-5.84101]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(13.676625-inf)\'','\'(-1.514953-0.841987]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(7.158105-8.830099]\'','\'(-1.3003-0.729796]\'','\'(-inf--8.653615]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',UK
'\'(1.077473-3.459242]\'','\'(-1.992353--0.137981]\'','\'(-3.861276--1.535969]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-0.43563-1.462723]\'',UK
'\'(-3.686063--1.304295]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(-1.514953-0.841987]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',UK
'\'(3.459242-5.84101]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-3.871894--1.514953]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',UK
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(7.158105-8.830099]\'','\'(-3.330396--1.3003]\'','\'(-inf--8.653615]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',UK
'\'(3.459242-5.84101]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-3.871894--1.514953]\'','\'(6.460956-8.958437]\'','\'(-12.377339--10.883176]\'','\'(8.830099-10.502094]\'','\'(-1.3003-0.729796]\'','\'(-inf--8.653615]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',UK
'\'(-inf--3.686063]\'','\'(-0.137981-1.716392]\'','\'(-3.861276--1.535969]\'','\'(6.169673-8.67199]\'','\'(-1.514953-0.841987]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-5.360492--3.330396]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',UK
'\'(1.077473-3.459242]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(0.841987-3.198928]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',UK
'\'(3.459242-5.84101]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(13.676625-inf)\'','\'(-1.514953-0.841987]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(8.830099-10.502094]\'','\'(-1.3003-0.729796]\'','\'(-inf--8.653615]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',UK
'\'(1.077473-3.459242]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(7.158105-8.830099]\'','\'(-5.360492--3.330396]\'','\'(-inf--8.653615]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',UK
'\'(-1.304295-1.077473]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-3.871894--1.514953]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(8.830099-10.502094]\'','\'(-3.330396--1.3003]\'','\'(-inf--8.653615]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',UK
'\'(3.459242-5.84101]\'','\'(-1.992353--0.137981]\'','\'(-3.861276--1.535969]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(5.84101-8.222778]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(8.222778-10.604546]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-13.299656--10.942715]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(3.814116-5.48611]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(-1.304295-1.077473]\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(3.459242-5.84101]\'','\'(-1.992353--0.137981]\'','\'(3.114645-5.439952]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-0.137981-1.716392]\'','\'(-inf--3.861276]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-13.299656--10.942715]\'','\'(8.958437-11.455917]\'','\'(-6.400686--4.906523]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(10.604546-12.986315]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-13.299656--10.942715]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-0.326925-2.448638]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(8.222778-10.604546]\'','\'(1.716392-inf)\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-13.299656--10.942715]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-0.326925-2.448638]\'','\'(2.317015-4.600032]\'','\'(-9.927397--8.029043]\'',US
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-0.326925-2.448638]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(5.439952-7.765259]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(0.470127-2.142121]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(-2.249019-0.033998]\'','\'(-6.13069--4.232337]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(7.765259-10.090566]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(5.439952-7.765259]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(3.459242-5.84101]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(1.077473-3.459242]\'','\'(-5.701099--3.846726]\'','\'(5.439952-7.765259]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(5.439952-7.765259]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(13.953397-16.450877]\'','\'(-13.871502--12.377339]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(3.459242-5.84101]\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(3.459242-5.84101]\'','\'(-7.555472--5.701099]\'','\'(5.439952-7.765259]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(13.953397-16.450877]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(3.459242-5.84101]\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(7.765259-10.090566]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(3.459242-5.84101]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(7.158105-8.830099]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(12.986315-15.368083]\'','\'(-9.409844--7.555472]\'','\'(5.439952-7.765259]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-inf--11.82575]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(8.222778-10.604546]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(7.158105-8.830099]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-9.927397--8.029043]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-5.360492--3.330396]\'','\'(-8.653615--5.878051]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(8.222778-10.604546]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(-13.299656--10.942715]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',US
'\'(10.604546-12.986315]\'','\'(-13.11859--11.264217]\'','\'(7.765259-10.090566]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-11.82575--9.927397]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-13.871502--12.377339]\'','\'(8.830099-10.502094]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-9.927397--8.029043]\'',US
'\'(8.222778-10.604546]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-9.927397--8.029043]\'',US
'\'(10.604546-12.986315]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-inf--11.82575]\'',US
'\'(8.222778-10.604546]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-13.871502--12.377339]\'','\'(3.814116-5.48611]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-9.927397--8.029043]\'',US
